linestring,code,distance,grammesCO2saved,route_name,from,to
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94651,54.59969],[-5.94642,54.59956],[-5.94636,54.59948],[-5.94616,54.59920],[-5.94603,54.59902],[-5.94587,54.59878],[-5.94579,54.59867],[-5.94559,54.59840],[-5.94532,54.59801],[-5.94526,54.59793],[-5.94520,54.59787],[-5.94545,54.59776],[-5.94562,54.59768],[-5.94611,54.59743],[-5.94627,54.59734],[-5.94646,54.59713],[-5.94679,54.59684],[-5.94720,54.59653],[-5.94736,54.59641],[-5.94758,54.59627],[-5.94775,54.59616],[-5.94797,54.59608],[-5.94835,54.59594],[-5.94852,54.59587],[-5.94865,54.59580],[-5.94878,54.59572],[-5.94891,54.59561],[-5.94908,54.59547],[-5.94916,54.59539],[-5.94922,54.59532],[-5.94923,54.59527],[-5.94923,54.59523],[-5.94923,54.59518],[-5.95027,54.59513],[-5.95039,54.59512],[-5.95095,54.59510],[-5.95107,54.59510],[-5.95116,54.59511],[-5.95128,54.59513],[-5.95131,54.59508],[-5.95150,54.59477],[-5.95173,54.59436],[-5.95184,54.59419],[-5.95196,54.59410],[-5.95210,54.59404],[-5.95232,54.59397],[-5.95225,54.59391],[-5.95153,54.59328],[-5.95139,54.59303],[-5.95137,54.59280],[-5.95149,54.59258],[-5.95159,54.59240],[-5.95166,54.59236],[-5.95231,54.59225],[-5.95278,54.59215],[-5.95339,54.59199],[-5.95422,54.59172],[-5.95455,54.59159],[-5.95639,54.59073],[-5.95677,54.59055],[-5.95705,54.59037],[-5.95717,54.59023],[-5.95730,54.59014],[-5.95752,54.59005],[-5.95775,54.59001],[-5.95777,54.58995],[-5.95783,54.58989],[-5.95793,54.58983],[-5.95806,54.58978],[-5.95824,54.58975],[-5.95830,54.58987],[-5.95832,54.58992]",39413936,1770,330,Falls Road / Twin Spires to Royal Victoria Hospital,Falls Road / Twin Spires ,Royal Victoria Hospital
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94430,54.60415],[-5.94414,54.60455],[-5.94402,54.60486],[-5.94399,54.60493],[-5.94375,54.60574],[-5.94363,54.60624],[-5.94358,54.60623],[-5.94241,54.60614],[-5.94233,54.60613],[-5.94238,54.60628],[-5.94231,54.60662],[-5.94226,54.60683],[-5.94220,54.60700],[-5.94213,54.60710],[-5.94200,54.60719],[-5.94189,54.60729],[-5.94174,54.60754],[-5.94213,54.60760],[-5.94192,54.60803],[-5.94187,54.60831],[-5.94173,54.60858],[-5.94107,54.60847]",39413937,1403,262,Falls Road / Twin Spires to Mater Hospital / Crumlin Road,Falls Road / Twin Spires ,Mater Hospital / Crumlin Road
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378]",39413938,695,130,Falls Road / Twin Spires to Shankill Leisure Centre,Falls Road / Twin Spires ,Shankill Leisure Centre
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94651,54.59969],[-5.94642,54.59956],[-5.94636,54.59948],[-5.94616,54.59920],[-5.94603,54.59902],[-5.94587,54.59878],[-5.94579,54.59867],[-5.94559,54.59840],[-5.94532,54.59801],[-5.94526,54.59793],[-5.94520,54.59787],[-5.94545,54.59776],[-5.94562,54.59768],[-5.94611,54.59743],[-5.94627,54.59734],[-5.94646,54.59713],[-5.94679,54.59684],[-5.94720,54.59653],[-5.94736,54.59641],[-5.94758,54.59627],[-5.94775,54.59616],[-5.94797,54.59608],[-5.94835,54.59594],[-5.94852,54.59587],[-5.94865,54.59580],[-5.94878,54.59572],[-5.94891,54.59561],[-5.94908,54.59547],[-5.94916,54.59539],[-5.94920,54.59535]",39413940,721,134,Falls Road / Twin Spires to Grosvenor Road / Servia Street,Falls Road / Twin Spires ,Grosvenor Road / Servia Street
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94714,54.60179],[-5.94712,54.60197],[-5.94712,54.60203],[-5.94710,54.60228],[-5.94709,54.60235],[-5.94704,54.60300],[-5.94702,54.60349],[-5.94701,54.60385],[-5.94701,54.60397],[-5.94698,54.60414],[-5.94687,54.60468],[-5.94684,54.60487],[-5.94682,54.60514],[-5.94675,54.60592],[-5.94668,54.60674],[-5.94666,54.60699],[-5.94665,54.60715],[-5.94659,54.60768],[-5.94656,54.60797],[-5.94653,54.60803],[-5.94650,54.60809],[-5.94642,54.60821],[-5.94627,54.60840],[-5.94616,54.60855],[-5.94608,54.60867],[-5.94601,54.60881],[-5.94592,54.60901],[-5.94583,54.60922],[-5.94574,54.60939],[-5.94565,54.60956],[-5.94558,54.60967],[-5.94547,54.60982],[-5.94534,54.60998],[-5.94518,54.61014],[-5.94430,54.61096],[-5.94312,54.61207],[-5.94301,54.61217],[-5.94257,54.61203],[-5.94238,54.61197],[-5.94230,54.61191],[-5.94222,54.61186]",39413942,1580,295,Falls Road / Twin Spires to Girdwood Community Hub,Falls Road / Twin Spires ,Girdwood Community Hub
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94714,54.60179],[-5.94712,54.60197],[-5.94712,54.60203],[-5.94710,54.60228],[-5.94709,54.60235],[-5.94704,54.60300],[-5.94702,54.60349],[-5.94701,54.60385],[-5.94701,54.60397],[-5.94698,54.60414],[-5.94687,54.60468],[-5.94684,54.60487],[-5.94682,54.60514],[-5.94675,54.60592],[-5.94668,54.60674],[-5.94666,54.60699],[-5.94665,54.60715],[-5.94659,54.60768],[-5.94656,54.60797],[-5.94653,54.60803],[-5.94650,54.60809],[-5.94642,54.60821],[-5.94627,54.60840],[-5.94616,54.60855],[-5.94608,54.60867],[-5.94601,54.60881],[-5.94592,54.60901],[-5.94583,54.60922],[-5.94574,54.60939],[-5.94565,54.60956],[-5.94558,54.60967],[-5.94547,54.60982],[-5.94534,54.60998],[-5.94518,54.61014],[-5.94430,54.61096],[-5.94312,54.61207],[-5.94301,54.61217],[-5.94230,54.61284],[-5.94182,54.61329],[-5.94163,54.61347],[-5.94136,54.61373],[-5.94131,54.61378],[-5.93984,54.61331],[-5.93968,54.61325],[-5.93963,54.61322],[-5.93961,54.61319],[-5.93961,54.61316],[-5.93973,54.61303],[-5.93974,54.61300],[-5.93971,54.61297],[-5.93937,54.61287],[-5.93936,54.61283],[-5.93931,54.61259],[-5.93851,54.61235],[-5.93842,54.61234],[-5.93816,54.61232],[-5.93811,54.61233],[-5.93799,54.61233],[-5.93786,54.61232],[-5.93749,54.61232],[-5.93706,54.61232],[-5.93705,54.61237],[-5.93703,54.61240],[-5.93695,54.61241],[-5.93677,54.61241]",39413943,2117,395,Falls Road / Twin Spires to Duncairn Centre / Antrim Road,Falls Road / Twin Spires ,Duncairn Centre / Antrim Road
"[-5.94758,54.59950],[-5.94764,54.59951],[-5.94767,54.59954],[-5.94768,54.59960],[-5.94766,54.59964],[-5.94759,54.59967],[-5.94753,54.59969],[-5.94701,54.59981],[-5.94687,54.59984],[-5.94681,54.59986],[-5.94667,54.59990],[-5.94700,54.60035],[-5.94719,54.60060],[-5.94721,54.60064],[-5.94723,54.60068],[-5.94722,54.60076],[-5.94722,54.60079],[-5.94720,54.60108],[-5.94716,54.60155],[-5.94709,54.60154],[-5.94569,54.60145],[-5.94560,54.60190],[-5.94555,54.60216],[-5.94554,54.60219],[-5.94547,54.60251],[-5.94537,54.60303],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93149,54.60192],[-5.93115,54.60103],[-5.93099,54.60067],[-5.93073,54.60014],[-5.93036,54.59944],[-5.93034,54.59937],[-5.93031,54.59928],[-5.93036,54.59918],[-5.93009,54.59924],[-5.92923,54.59933],[-5.92878,54.59938],[-5.92849,54.59950],[-5.92804,54.59965],[-5.92774,54.59974],[-5.92753,54.59980],[-5.92737,54.59985],[-5.92717,54.59992],[-5.92666,54.60009],[-5.92613,54.60027],[-5.92594,54.60034],[-5.92577,54.60039],[-5.92562,54.60044],[-5.92494,54.60066],[-5.92460,54.60072],[-5.92442,54.60073],[-5.92425,54.60076],[-5.92333,54.60095],[-5.92224,54.60115],[-5.92213,54.60119],[-5.92210,54.60120],[-5.92173,54.60123],[-5.92096,54.60126],[-5.91982,54.60121],[-5.91922,54.60115],[-5.91904,54.60112],[-5.91895,54.60114],[-5.91861,54.60104],[-5.91830,54.60192],[-5.91812,54.60230],[-5.91794,54.60239],[-5.91783,54.60254],[-5.91751,54.60301],[-5.91744,54.60304],[-5.91734,54.60306],[-5.91717,54.60309],[-5.91664,54.60309],[-5.91648,54.60309],[-5.91630,54.60310],[-5.91522,54.60312],[-5.91462,54.60313],[-5.91380,54.60315],[-5.91312,54.60317],[-5.91307,54.60317],[-5.91265,54.60319],[-5.91246,54.60320],[-5.91198,54.60321],[-5.91179,54.60322],[-5.91048,54.60324],[-5.90971,54.60325],[-5.90816,54.60328],[-5.90613,54.60332],[-5.90577,54.60333],[-5.90487,54.60335],[-5.90365,54.60337],[-5.90184,54.60340],[-5.90053,54.60343],[-5.89943,54.60344],[-5.89916,54.60351],[-5.89903,54.60359],[-5.89894,54.60365],[-5.89888,54.60367],[-5.89863,54.60368],[-5.89844,54.60366],[-5.89830,54.60361],[-5.89823,54.60355],[-5.89815,54.60351],[-5.89791,54.60339],[-5.89776,54.60336],[-5.89744,54.60334],[-5.89692,54.60330],[-5.89654,54.60327],[-5.89643,54.60324],[-5.89635,54.60320],[-5.89629,54.60315],[-5.89604,54.60272],[-5.89593,54.60253],[-5.89590,54.60246],[-5.89588,54.60237],[-5.89592,54.60191],[-5.89593,54.60184],[-5.89595,54.60177],[-5.89601,54.60170],[-5.89608,54.60163],[-5.89617,54.60157],[-5.89629,54.60152],[-5.89642,54.60148],[-5.89635,54.60142],[-5.89625,54.60137],[-5.89612,54.60132],[-5.89493,54.60104],[-5.89437,54.60089],[-5.89395,54.60077],[-5.89373,54.60070],[-5.89338,54.60059],[-5.89286,54.60041],[-5.89237,54.60024],[-5.89200,54.60012],[-5.89145,54.59985],[-5.89089,54.59958],[-5.89031,54.59931],[-5.89013,54.59923],[-5.89006,54.59917],[-5.89003,54.59913],[-5.89003,54.59908],[-5.89005,54.59903],[-5.89011,54.59896],[-5.89029,54.59883],[-5.89035,54.59879],[-5.89042,54.59878],[-5.89053,54.59878],[-5.89080,54.59883],[-5.89090,54.59883],[-5.89098,54.59882],[-5.89104,54.59882],[-5.89115,54.59879],[-5.89125,54.59874],[-5.89132,54.59868],[-5.89138,54.59860],[-5.89150,54.59841],[-5.89172,54.59802],[-5.89118,54.59795],[-5.89101,54.59793],[-5.89091,54.59791],[-5.89069,54.59789],[-5.89047,54.59786],[-5.89026,54.59783],[-5.89016,54.59809],[-5.89008,54.59815],[-5.89047,54.59832]",39413944,5388,1004,Falls Road / Twin Spires to CS Lewis Square,Falls Road / Twin Spires ,CS Lewis Square
"[-5.94222,54.61186],[-5.94230,54.61191],[-5.94238,54.61197],[-5.94257,54.61203],[-5.94301,54.61217],[-5.94312,54.61207],[-5.94430,54.61096],[-5.94518,54.61014],[-5.94534,54.60998],[-5.94547,54.60982],[-5.94558,54.60967],[-5.94565,54.60956],[-5.94574,54.60939],[-5.94583,54.60922],[-5.94592,54.60901],[-5.94601,54.60881],[-5.94608,54.60867],[-5.94616,54.60855],[-5.94627,54.60840],[-5.94642,54.60821],[-5.94650,54.60809],[-5.94653,54.60803],[-5.94656,54.60797],[-5.94659,54.60768],[-5.94665,54.60715],[-5.94666,54.60699],[-5.94668,54.60674],[-5.94675,54.60592],[-5.94682,54.60514],[-5.94684,54.60487],[-5.94687,54.60468],[-5.94698,54.60414],[-5.94701,54.60397],[-5.94673,54.60395],[-5.94630,54.60392],[-5.94541,54.60385],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93149,54.60192],[-5.93115,54.60103],[-5.93099,54.60067],[-5.93073,54.60014],[-5.93036,54.59944],[-5.93034,54.59937],[-5.93031,54.59928],[-5.93036,54.59918],[-5.93042,54.59907],[-5.93034,54.59853],[-5.93030,54.59820],[-5.93021,54.59745],[-5.93017,54.59739],[-5.93003,54.59729],[-5.93014,54.59728],[-5.93045,54.59727],[-5.93083,54.59726]",39423902,2657,495,Girdwood Community Hub to City Hall,Girdwood Community Hub ,City Hall
"[-5.94222,54.61186],[-5.94216,54.61181],[-5.94207,54.61175],[-5.94194,54.61169],[-5.94152,54.61155],[-5.94039,54.61116],[-5.94035,54.61115],[-5.93912,54.61073],[-5.93899,54.61069],[-5.93885,54.61066],[-5.93870,54.61064],[-5.93855,54.61064],[-5.93774,54.61063],[-5.93685,54.61063],[-5.93592,54.61063],[-5.93591,54.61050],[-5.93592,54.61021],[-5.93595,54.61001],[-5.93597,54.60986],[-5.93602,54.60966],[-5.93614,54.60929],[-5.93620,54.60911],[-5.93629,54.60882],[-5.93634,54.60869],[-5.93646,54.60835],[-5.93656,54.60804],[-5.93663,54.60778],[-5.93667,54.60763],[-5.93661,54.60762],[-5.93655,54.60759],[-5.93651,54.60756],[-5.93649,54.60752],[-5.93649,54.60748],[-5.93651,54.60744],[-5.93635,54.60739],[-5.93624,54.60734],[-5.93558,54.60697],[-5.93534,54.60685],[-5.93525,54.60680],[-5.93489,54.60660],[-5.93428,54.60629],[-5.93343,54.60587],[-5.93265,54.60552],[-5.93245,54.60542],[-5.93213,54.60522],[-5.93180,54.60495],[-5.93153,54.60470],[-5.93097,54.60416],[-5.93041,54.60360],[-5.93017,54.60336],[-5.92998,54.60317],[-5.92968,54.60287],[-5.92957,54.60275],[-5.92936,54.60253],[-5.92916,54.60233],[-5.92908,54.60226],[-5.92902,54.60220],[-5.92857,54.60236],[-5.92823,54.60248],[-5.92726,54.60281],[-5.92715,54.60271],[-5.92708,54.60264],[-5.92706,54.60261],[-5.92707,54.60257],[-5.92716,54.60220],[-5.92718,54.60213],[-5.92716,54.60207],[-5.92706,54.60195],[-5.92695,54.60182],[-5.92635,54.60120],[-5.92586,54.60068],[-5.92562,54.60044],[-5.92577,54.60039],[-5.92561,54.60023],[-5.92511,54.59962],[-5.92491,54.59935],[-5.92453,54.59943],[-5.92415,54.59951],[-5.92420,54.59946],[-5.92421,54.59943],[-5.92419,54.59911],[-5.92413,54.59864],[-5.92411,54.59847],[-5.92416,54.59844],[-5.92421,54.59842],[-5.92446,54.59842],[-5.92455,54.59844],[-5.92462,54.59840],[-5.92452,54.59836],[-5.92446,54.59838],[-5.92423,54.59838],[-5.92412,54.59836],[-5.92407,54.59834],[-5.92403,54.59820]",39423903,2401,448,Girdwood Community Hub to Victoria Square / Victoria Street,Girdwood Community Hub ,Victoria Square / Victoria Street
"[-5.94222,54.61186],[-5.94216,54.61181],[-5.94207,54.61175],[-5.94194,54.61169],[-5.94152,54.61155],[-5.94039,54.61116],[-5.94035,54.61115],[-5.93912,54.61073],[-5.93899,54.61069],[-5.93885,54.61066],[-5.93870,54.61064],[-5.93855,54.61064],[-5.93774,54.61063],[-5.93685,54.61063],[-5.93592,54.61063],[-5.93591,54.61050],[-5.93582,54.61050],[-5.93532,54.61050],[-5.93518,54.61050],[-5.93486,54.61050],[-5.93474,54.61049],[-5.93402,54.61025],[-5.93346,54.61005],[-5.93294,54.61051],[-5.93289,54.61057],[-5.93222,54.61122],[-5.93162,54.61098],[-5.93094,54.61070],[-5.93041,54.61043],[-5.93009,54.61027],[-5.92929,54.60983],[-5.92884,54.60960],[-5.92860,54.60949],[-5.92918,54.60894],[-5.92933,54.60879],[-5.93075,54.60736],[-5.93024,54.60727],[-5.93057,54.60689],[-5.92989,54.60665],[-5.93008,54.60644],[-5.92876,54.60597],[-5.92828,54.60581],[-5.92800,54.60569],[-5.92781,54.60564],[-5.92712,54.60541],[-5.92581,54.60494],[-5.92538,54.60477],[-5.92433,54.60435],[-5.92385,54.60416],[-5.92376,54.60431],[-5.92328,54.60505],[-5.92318,54.60520],[-5.92227,54.60497],[-5.92136,54.60474],[-5.92121,54.60469],[-5.92090,54.60452],[-5.92133,54.60356],[-5.92162,54.60294],[-5.92201,54.60234],[-5.92210,54.60203],[-5.92215,54.60186],[-5.92212,54.60145]",39423904,2634,491,Girdwood Community Hub to Donegall Quay,Girdwood Community Hub ,Donegall Quay
"[-5.94222,54.61186],[-5.94216,54.61181],[-5.94207,54.61175],[-5.94194,54.61169],[-5.94152,54.61155],[-5.94039,54.61116],[-5.94035,54.61115],[-5.93912,54.61073],[-5.93899,54.61069],[-5.93885,54.61066],[-5.93870,54.61064],[-5.93855,54.61064],[-5.93774,54.61063],[-5.93685,54.61063],[-5.93592,54.61063],[-5.93591,54.61050],[-5.93582,54.61050],[-5.93532,54.61050],[-5.93518,54.61050],[-5.93486,54.61050],[-5.93474,54.61049],[-5.93402,54.61025],[-5.93346,54.61005],[-5.93294,54.61051],[-5.93289,54.61057],[-5.93222,54.61122],[-5.93162,54.61098],[-5.93094,54.61070],[-5.93041,54.61043],[-5.93009,54.61027],[-5.92929,54.60983],[-5.92884,54.60960],[-5.92860,54.60949],[-5.92918,54.60894],[-5.92933,54.60879],[-5.93075,54.60736],[-5.93024,54.60727],[-5.93057,54.60689],[-5.92989,54.60665],[-5.93008,54.60644],[-5.92876,54.60597],[-5.92828,54.60581],[-5.92800,54.60569],[-5.92781,54.60564],[-5.92712,54.60541],[-5.92581,54.60494],[-5.92538,54.60477],[-5.92433,54.60435],[-5.92385,54.60416],[-5.92376,54.60431],[-5.92328,54.60505],[-5.92318,54.60520],[-5.92227,54.60497],[-5.92136,54.60474],[-5.92121,54.60469],[-5.92090,54.60452],[-5.92133,54.60356],[-5.92162,54.60294],[-5.92201,54.60234],[-5.92210,54.60203],[-5.92215,54.60186],[-5.92210,54.60120],[-5.92210,54.60115],[-5.92206,54.60096],[-5.92205,54.60092],[-5.92198,54.60070],[-5.92184,54.60053],[-5.92185,54.60053],[-5.92177,54.60045],[-5.92166,54.60037],[-5.92147,54.60028],[-5.92147,54.60021],[-5.92145,54.60010],[-5.92142,54.59963],[-5.92143,54.59960],[-5.92143,54.59954],[-5.92146,54.59947],[-5.92146,54.59936],[-5.92139,54.59875],[-5.92138,54.59873],[-5.92106,54.59872],[-5.92095,54.59872],[-5.92070,54.59854],[-5.92024,54.59818],[-5.91995,54.59801],[-5.91908,54.59757],[-5.91893,54.59752],[-5.91813,54.59724],[-5.91795,54.59719],[-5.91752,54.59709],[-5.91699,54.59699],[-5.91702,54.59693],[-5.91712,54.59678],[-5.91722,54.59658],[-5.91726,54.59647],[-5.91729,54.59637],[-5.91728,54.59628],[-5.91727,54.59615],[-5.91725,54.59607],[-5.91722,54.59598],[-5.91717,54.59589],[-5.91709,54.59576],[-5.91692,54.59551],[-5.91688,54.59546],[-5.91683,54.59542],[-5.91678,54.59540],[-5.91673,54.59539],[-5.91671,54.59539],[-5.91663,54.59538],[-5.91645,54.59539]",39423905,3511,654,Girdwood Community Hub to Central Station / Mays Meadow,Girdwood Community Hub ,Central Station / Mays Meadow
"[-5.94222,54.61186],[-5.94230,54.61191],[-5.94238,54.61197],[-5.94257,54.61203],[-5.94301,54.61217],[-5.94312,54.61207],[-5.94430,54.61096],[-5.94518,54.61014],[-5.94534,54.60998],[-5.94547,54.60982],[-5.94558,54.60967],[-5.94565,54.60956],[-5.94574,54.60939],[-5.94583,54.60922],[-5.94592,54.60901],[-5.94601,54.60881],[-5.94608,54.60867],[-5.94616,54.60855],[-5.94627,54.60840],[-5.94642,54.60821],[-5.94650,54.60809],[-5.94653,54.60803],[-5.94656,54.60797],[-5.94659,54.60768],[-5.94665,54.60715],[-5.94666,54.60699],[-5.94668,54.60674],[-5.94675,54.60592],[-5.94682,54.60514],[-5.94684,54.60487],[-5.94687,54.60468],[-5.94698,54.60414],[-5.94701,54.60397],[-5.94673,54.60395],[-5.94630,54.60392],[-5.94541,54.60385],[-5.94519,54.60383],[-5.94437,54.60378],[-5.94292,54.60367],[-5.94263,54.60365],[-5.94259,54.60364],[-5.94124,54.60354],[-5.94049,54.60348],[-5.93990,54.60344],[-5.93936,54.60340],[-5.93881,54.60335],[-5.93837,54.60332],[-5.93794,54.60329],[-5.93782,54.60328],[-5.93706,54.60321],[-5.93665,54.60318],[-5.93646,54.60317],[-5.93618,54.60315],[-5.93571,54.60310],[-5.93544,54.60306],[-5.93504,54.60298],[-5.93495,54.60296],[-5.93485,54.60295],[-5.93444,54.60284],[-5.93420,54.60277],[-5.93393,54.60270],[-5.93376,54.60265],[-5.93313,54.60249],[-5.93303,54.60246],[-5.93201,54.60220],[-5.93156,54.60211],[-5.93149,54.60192],[-5.93115,54.60103],[-5.93099,54.60067],[-5.93073,54.60014],[-5.93036,54.59944],[-5.93034,54.59937],[-5.93031,54.59928],[-5.93036,54.59918],[-5.93042,54.59907],[-5.93034,54.59853],[-5.93030,54.59820],[-5.93021,54.59745],[-5.93017,54.59739],[-5.93003,54.59729],[-5.92938,54.59732],[-5.92920,54.59730],[-5.92902,54.59725],[-5.92892,54.59721],[-5.92872,54.59706],[-5.92871,54.59702],[-5.92768,54.59707],[-5.92758,54.59630],[-5.92755,54.59611],[-5.92752,54.59610],[-5.92755,54.59608],[-5.92744,54.59512],[-5.92740,54.59513],[-5.92631,54.59518],[-5.92631,54.59514],[-5.92625,54.59469],[-5.92625,54.59462],[-5.92622,54.59429],[-5.92530,54.59434],[-5.92509,54.59433],[-5.92478,54.59427],[-5.92464,54.59424],[-5.92451,54.59421],[-5.92442,54.59436],[-5.92439,54.59442],[-5.92412,54.59436],[-5.92399,54.59458],[-5.92383,54.59482],[-5.92373,54.59491],[-5.92359,54.59498],[-5.92351,54.59504],[-5.92343,54.59510],[-5.92345,54.59515],[-5.92350,54.59521],[-5.92359,54.59518]",39423906,3437,641,Girdwood Community Hub to St George's Market / Cromac Square,Girdwood Community Hub ,St George's Market / Cromac Square
